StepsInEval,TrajsInEval,CumEvalTime,CumTrainTime,Iteration,CumTime (s),CumSteps,CumCompletedTrajs,CumUpdates,StepsPerSecond,UpdatesPerSecond,ReplayRatio,CumReplayRatio,q1LossAverage,q1LossStd,q1LossMedian,q1LossMin,q1LossMax,q2LossAverage,q2LossStd,q2LossMedian,q2LossMin,q2LossMax,piLossAverage,piLossStd,piLossMedian,piLossMin,piLossMax,q1GradNormAverage,q1GradNormStd,q1GradNormMedian,q1GradNormMin,q1GradNormMax,q2GradNormAverage,q2GradNormStd,q2GradNormMedian,q2GradNormMin,q2GradNormMax,piGradNormAverage,piGradNormStd,piGradNormMedian,piGradNormMin,piGradNormMax,q1Average,q1Std,q1Median,q1Min,q1Max,q2Average,q2Std,q2Median,q2Min,q2Max,piMuAverage,piMuStd,piMuMedian,piMuMin,piMuMax,piLogStdAverage,piLogStdStd,piLogStdMedian,piLogStdMin,piLogStdMax,qMeanDiffAverage,qMeanDiffStd,qMeanDiffMedian,qMeanDiffMin,qMeanDiffMax,alphaAverage,alphaStd,alphaMedian,alphaMin,alphaMax
0,0,3514.830216884613,72278.53475022316,11999,75793.36496710777,480000,2400,470000,4.601344710778064,4.601344710778064,256.0,250.66666666666666,0.04338774566231295,0.027461244980188718,0.03608936257660389,0.014214493334293365,0.9505860805511475,0.045828215228486804,0.03269906385694391,0.03813853673636913,0.014622832648456097,0.8966708779335022,-3.9846264559268953,0.9856249952399185,-3.988790273666382,-7.655340671539307,0.2140425443649292,8.560077993792158,6.0836785490307905,6.924967083043745,0.9918549889484067,71.84590060621727,9.677765351930601,7.31330606222308,7.7004950906249015,0.9738491589548369,115.9969049250882,0.31230981109158923,0.11821446096621255,0.2813051377038983,0.13517093170988037,1.7855052448736666,3.837509,15.666958,-3.1118808,-66.49325,35.857006,3.8376927,15.667419,-3.1262145,-66.46472,36.320812,-0.18788081,1.5514598,-0.27825183,-13.031642,10.668702,-0.73438525,0.21753709,-0.71401,-3.6023238,2.245562,0.16037064438164234,0.015457009248119897,0.1584421545267105,0.12117551267147064,0.2701835632324219,0.003856025542714633,7.557203583920159e-05,0.0038770915707573295,0.003645536955446005,0.003979445435106754
0,0,3580.621417284012,73584.56045746803,12249,77165.18187475204,490000,2440,480000,7.656817124293444,7.656817124293444,256.0,250.77551020408163,0.04227543586818501,0.026407450040138728,0.03569286875426769,0.011504055932164192,1.0464118719100952,0.04472955473512411,0.032610646948290314,0.03750014863908291,0.014950203709304333,1.213526964187622,-4.007958928372711,0.9791243320531925,-4.012351036071777,-7.686686992645264,0.3289217948913574,8.45239193263488,6.245425782510425,6.812595682508457,1.0757949766342714,86.68190300938615,9.612699896301317,7.374295090070896,7.611674637505668,1.1122493136846063,105.72722019856502,0.2961208425860761,0.10884070814238711,0.26884799030625883,0.12546328054756803,1.5502633303389264,3.8325438,15.597139,-2.8536801,-64.75223,35.34392,3.8322396,15.597202,-2.8655763,-64.67006,35.495014,-0.23216064,1.5420306,-0.34035912,-16.464916,9.289471,-0.7412563,0.22203574,-0.72114384,-3.1634173,2.0609279,0.1551903916016221,0.01528563250859426,0.1533036008477211,0.11095250397920609,0.26127973198890686,0.0036645111325196923,9.666245000555359e-05,0.0036676317686215043,0.0034803361631929874,0.003898800816386938
0,0,3656.1315653324127,75066.5646891594,12499,78722.6962544918,500000,2480,490000,6.7476190594863175,6.7476190594863175,256.0,250.88,0.04246716142334044,0.03220455014997007,0.03512855805456638,0.013274301774799824,1.0831547975540161,0.04545211374098435,0.0418476006860099,0.03712953440845013,0.013583975844085217,1.291980266571045,-3.699049606052041,0.9991088380869688,-3.6998977661132812,-7.917644023895264,-0.190102219581604,8.372810291296364,6.300187349796675,6.672280899224514,1.1157238975807062,85.40463968436266,9.604511264650206,7.722794160645473,7.529558271121186,0.9980179653908992,144.91796670616372,0.29594023438753386,0.11305924237946445,0.2685462607882978,0.12903334819188877,1.6844603923424812,3.6267796,15.790907,-3.3591208,-68.260994,36.333675,3.627018,15.790855,-3.3772492,-68.05519,36.47499,-0.16400078,1.5479084,-0.22460419,-14.725885,9.35093,-0.7669647,0.22674468,-0.7450032,-3.0011415,2.8478994,0.1557041492410004,0.01567391632356645,0.15348831564188004,0.11398223787546158,0.25483614206314087,0.00339667900998611,5.420590381389142e-05,0.0033970533404499292,0.003285592421889305,0.003553805872797966
0,0,3731.8319754600525,76368.60971617699,12749,80100.44169163704,510000,2520,500000,7.680225946490927,7.680225946490927,256.0,250.98039215686273,0.039458496684487906,0.028564511029054274,0.0325019434094429,0.012005994096398354,1.1899837255477905,0.04216156017929316,0.03631260798067816,0.03454965353012085,0.012964440509676933,1.2939859628677368,-3.4716760949376972,1.020191877833996,-3.4683868885040283,-7.094503879547119,0.4798964262008667,7.85252281258946,5.798656881204269,6.331488262505108,0.7952597322090513,89.29033536092902,9.035243308202277,7.102538329866199,7.103657286453413,0.7708809323684199,122.62552871390193,0.2916424523041611,0.11501471743277708,0.26318952824554487,0.12539251167387885,2.0323549944847294,3.3512154,15.944456,-3.92902,-66.95135,36.7061,3.3522174,15.945046,-3.9107075,-66.62803,36.76128,-0.1131,1.5569432,-0.16592734,-16.4828,11.269873,-0.760058,0.2243466,-0.73918325,-3.6058912,2.233223,0.15265950324907898,0.015678837825370714,0.15059268474578857,0.11290056258440018,0.27081266045570374,0.003337418008293025,7.679100722308963e-05,0.003334991983138025,0.0031404485926032066,0.0035601442214101553
0,0,3807.374366044998,78079.15661764145,12999,81886.53098368645,520000,2600,510000,5.846083490279414,5.846083490279414,256.0,251.07692307692307,0.037519220926519485,0.027938049149998468,0.03034860733896494,0.010764144361019135,0.9727572202682495,0.040308848488982765,0.03848104454673901,0.032234057784080505,0.012324260547757149,1.1537946462631226,-3.0083231720499692,1.0006912024416907,-3.006456971168518,-6.589265823364258,0.512229859828949,7.463496426070713,5.616038066474294,5.933300181295761,1.0946712990079421,84.21931939658148,8.673349799381999,6.944308824944981,6.76457646273413,0.9062755268640152,150.97974541662123,0.27798278047307606,0.10730854047711377,0.2501548685921106,0.1197329970876265,1.3191885214142662,2.8980942,15.960243,-4.74059,-68.35372,36.43162,2.8980758,15.959501,-4.734212,-67.97716,36.55878,-0.17521659,1.5483865,-0.24303094,-11.871888,11.490158,-0.76500577,0.22998257,-0.7411995,-3.0443401,2.5509596,0.1468407546877861,0.015093278798874052,0.144724041223526,0.11039791256189346,0.2758205831050873,0.003256668369588442,3.2642196614641706e-05,0.0032549963798373938,0.0031606184784322977,0.00334764807485044
0,0,3882.3533391952515,79227.35911273956,13249,83109.71245193481,530000,2640,520000,8.709265171162599,8.709265171162599,256.0,251.16981132075472,0.035476341905351726,0.027057946557681952,0.028905107639729977,0.01082963589578867,0.8697023987770081,0.03735504423445091,0.031874696245132374,0.030271117575466633,0.01162906177341938,1.0878647565841675,-2.6839882731094025,0.9956017520322071,-2.6893553733825684,-6.570475101470947,1.1548575162887573,6.941153488543431,5.53593643854878,5.523352395529136,0.7504832840912838,76.8124022759466,7.910613290670811,6.288607008717407,6.165565124159254,0.9894921452461237,92.82543648615386,0.27025197707146686,0.11640885923707492,0.24020672646850674,0.1075476890426658,1.7886094250493816,2.5127845,15.747296,-5.6012993,-66.642914,35.45122,2.5122912,15.7464905,-5.593092,-66.343216,35.560486,-0.16982502,1.5483241,-0.25916502,-14.052321,15.930117,-0.7622863,0.22540209,-0.7392694,-3.116116,2.507656,0.14262903862446547,0.014360289083730129,0.1407933309674263,0.10161587595939636,0.24450725317001343,0.0032545514387544243,4.715883751736932e-05,0.0032485414994880557,0.003158189821988344,0.0033614812418818474
0,0,3950.711170911789,80510.34704422951,13499,84461.0582151413,540000,2680,530000,7.794305585078199,7.794305585078199,256.0,251.25925925925927,0.0341001891692169,0.02968721184019487,0.027394170872867107,0.00951501727104187,1.4258203506469727,0.036498190703149885,0.03865779215299897,0.028850065544247627,0.010451567359268665,1.4829490184783936,-2.5666089398527867,0.9796567017998488,-2.5806082487106323,-6.556761264801025,1.3857347965240479,6.621789647476186,5.226630771619476,5.196320816897327,0.7709934099704113,76.27119621418944,7.55656092892453,6.198313770488149,5.79784883948548,0.8418767819040378,103.90753340986446,0.2641662193553481,0.1277135398362266,0.2288940333841201,0.11054491860025725,2.7105459775778975,2.3903577,15.544748,-5.7386217,-71.48519,34.256214,2.3904457,15.544231,-5.7423778,-71.743256,34.43148,-0.18164437,1.5422683,-0.26956034,-11.228121,10.599593,-0.77076566,0.22627355,-0.7488837,-3.0084171,1.7734069,0.13956299112662673,0.01499799791410059,0.13752149790525436,0.1020335704088211,0.25527194142341614,0.0031867578856181354,6.437717419683249e-05,0.0031890328973531723,0.0030540302395820618,0.0033543657045811415
0,0,4016.27171087265,82129.05374360085,13749,86145.3254544735,550000,2720,540000,6.177771429428031,6.177771429428031,256.0,251.34545454545454,0.035840360182896255,0.02837263267766595,0.02929043397307396,0.01103950198739767,1.2444747686386108,0.0387986833723262,0.036711718157142616,0.0315217450261116,0.0121762715280056,1.6283284425735474,-2.651308177084732,0.956107499907117,-2.659566640853882,-6.879448413848877,0.993435263633728,6.033356285401292,4.64349424666049,4.787520119326815,0.7771443913788685,65.17171993525793,7.080729317238906,5.6864305968886315,5.5788118726265274,0.8790950844920891,81.96358386696457,0.2712110799579948,0.12906216897778738,0.234287748998463,0.11274900776627633,2.231629514855736,2.523918,15.301561,-5.464744,-70.639946,33.071144,2.524216,15.301645,-5.4558945,-70.462875,33.28481,-0.2222546,1.549323,-0.31750172,-10.466159,12.033441,-0.75460905,0.21743087,-0.736956,-3.4310884,1.7091694,0.1478225793585181,0.015526820824129518,0.1457434669137001,0.10939096659421921,0.2623867094516754,0.003219884891831316,9.849856478365016e-05,0.0031968746334314346,0.0030255280435085297,0.003396369982510805
0,0,4083.2680768966675,84152.92604708672,13999,88236.19412398338,560000,2800,550000,4.941023197351055,4.941023197351055,256.0,251.42857142857142,0.05769296188941225,0.03931847870677843,0.04659011773765087,0.013594147749245167,1.695571780204773,0.06077673523873091,0.04836140830520195,0.04866656847298145,0.01458611898124218,1.8225059509277344,-2.633640022977628,0.9454022967422538,-2.6339073181152344,-6.125633239746094,0.9351363182067871,9.610423916825905,7.796434901347108,7.287025233382112,1.0615381726233681,75.55532917149579,11.136124683636304,9.75852586048212,8.267145497913063,1.035909347227697,216.2117080645626,0.3618714629416611,0.15839450258830817,0.31900655906181485,0.1239110042452905,1.8572142366822384,2.5005016,14.898183,-5.0016756,-69.37741,32.651623,2.5000005,14.898344,-4.9960375,-69.0875,32.4311,-0.13086623,1.5409789,-0.1845932,-10.743209,16.245777,-0.80292463,0.23553269,-0.78261495,-3.177803,1.5487137,0.17077516311705113,0.018239162112123626,0.16874012351036072,0.11317363381385803,0.3533936142921448,0.0034219711108831687,0.0002076158140054219,0.003393947146832943,0.003095007035881281,0.0038022431544959545
0,0,4150.371751785278,85423.07573461533,14249,89573.4474864006,570000,2840,560000,7.873087792870672,7.873087792870672,256.0,251.50877192982455,0.07111966798026115,0.05439516500875429,0.05669393017888069,0.016784725710749626,1.6743308305740356,0.07485519579350948,0.06641217697967504,0.059227557852864265,0.014953522011637688,1.8100614547729492,-2.881768362271041,0.9508319678668086,-2.8986817598342896,-6.571980953216553,0.5494527816772461,12.761093221238045,9.506938869369298,10.01972170439881,1.2328377069045175,101.33579954903182,14.829399431412085,12.10397768531948,11.302667786042399,1.2261784164913307,187.32629842736773,0.45542237299311644,0.21495494208073435,0.3979276785966598,0.15638589887475124,2.521434409960569,2.747347,15.043542,-4.8646,-68.692726,32.278915,2.747909,15.044338,-4.8420815,-68.44884,32.32949,-0.14300656,1.5312419,-0.17299756,-9.65012,11.606246,-0.81753635,0.24685213,-0.79279613,-2.8721442,1.2888892,0.17511442070677877,0.0176269387136955,0.17302954196929932,0.1243661418557167,0.3686334788799286,0.003484205226087943,0.00012829963477205383,0.0034974206937476993,0.003196425037458539,0.003740875283256173
0,0,4221.6706693172455,86909.00917935371,14499,91130.67984867096,580000,2880,570000,6.729776515502409,6.729776515502409,256.0,251.58620689655172,0.06347287525022402,0.05174263091418294,0.05088149942457676,0.014691614545881748,1.6145358085632324,0.0648129010536708,0.059576580898129186,0.051531530916690826,0.013580339029431343,1.8133033514022827,-2.9238618779048324,0.9530255758750985,-2.911981701850891,-6.985930919647217,0.27745068073272705,13.207988233267498,10.793155452653236,10.116002731627699,1.2000453553633046,155.68691200708383,14.568403384721146,12.62698428120657,10.701962858360258,1.2969287118792223,172.97548983455098,0.4497905971994843,0.2243413899274498,0.39090997521106396,0.14380305550849473,4.281720479210475,2.8178916,15.165316,-5.118371,-67.658875,37.978886,2.8186822,15.1661215,-5.090091,-67.75511,38.090763,-0.20306557,1.528097,-0.25727963,-9.707203,10.373677,-0.82243764,0.25213742,-0.79763997,-2.8868132,1.1831979,0.17408350410312415,0.017808800400039845,0.17183255404233932,0.1284380406141281,0.4007233679294586,0.0034064520625630393,8.594950499132457e-05,0.003404744900763035,0.003226214088499546,0.0036533416714519262
0,0,4307.776918888092,88485.4417257309,14749,92793.21864461899,590000,2920,580000,6.343436655745986,6.343436655745986,256.0,251.66101694915255,0.052603923257719724,0.03752018849897386,0.04336642846465111,0.01425936259329319,1.616418480873108,0.05477685681339353,0.04998872889932135,0.04441168159246445,0.013656986877322197,1.8118669986724854,-3.3870583810091017,0.9626027329333913,-3.3747007846832275,-7.408646583557129,0.06786860525608063,12.39404793929035,10.386169585714528,9.254149027496862,1.0424657070926193,194.22929913271216,13.513823801004435,11.803003820539967,9.797211636487042,0.8380027568052444,150.99230596199962,0.4177971547344475,0.20980839778502966,0.3587617327571233,0.13760973783972064,2.253748147862998,3.228152,15.360513,-5.1834984,-67.80786,36.74079,3.2277117,15.359333,-5.168396,-68.26589,36.871758,-0.2756616,1.509065,-0.37597084,-9.789099,12.179125,-0.8272211,0.24663734,-0.8021578,-2.7452924,1.401666,0.17116369595453143,0.017822313883138645,0.16881997138261795,0.12412581592798233,0.3619546592235565,0.003374752978119068,8.738997001411696e-05,0.0033981931628659368,0.003201945684850216,0.0035293512046337128
0,0,4378.4257571697235,90334.53725171089,14999,94712.96300888062,600000,3000,590000,5.40804942713824,5.40804942713824,256.0,251.73333333333332,0.05061988527085632,0.042577916025650225,0.04115298017859459,0.01136535033583641,2.158735513687134,0.05352337413001806,0.054717017890108174,0.04301867075264454,0.01295491959899664,2.37906813621521,-3.3171964519634844,0.9359817528278053,-3.31605327129364,-7.258810043334961,-0.06398528814315796,11.291380263932608,10.02128486645969,8.220564336956006,0.9700594315556608,149.93290403755285,12.313962385959092,11.202647123919585,8.797789289561278,1.047613185729675,136.27412710994028,0.3827867587006013,0.18839715336185126,0.3299530304583437,0.13094441686838726,3.017272622634802,3.196165,14.854609,-4.282354,-69.83946,32.521168,3.1957657,14.854921,-4.2645407,-70.23527,32.698227,-0.2450724,1.5174308,-0.348368,-9.417876,10.805973,-0.8228111,0.24632375,-0.79614854,-2.7251241,1.8236607,0.1680930348262191,0.017293620423383307,0.1657075360417366,0.12459640204906464,0.2812666594982147,0.003319682344258763,7.300908447816465e-05,0.0033172587864100933,0.0031439652666449547,0.0034960443153977394
0,0,4451.321954488754,91982.96604061127,15249,96434.28799510002,610000,3040,600000,6.066382768448702,6.066382768448702,256.0,251.80327868852459,0.04703733909474686,0.047162543465496636,0.037970392033457756,0.011767237447202206,2.242342710494995,0.04999046881366521,0.05882206283423401,0.03999517671763897,0.013274447992444038,2.3971753120422363,-3.2451660364180803,0.9213904915071299,-3.2358402013778687,-6.951086044311523,0.43103015422821045,10.568910358018302,8.98496804001439,7.835603119099565,0.8998306232502297,119.19450814529232,11.598287084301244,10.174414969811746,8.47622696582587,0.9414343950980326,132.2617557103273,0.3679816195461021,0.18763968723166458,0.3113820277364192,0.13627234869022162,3.4043665570422625,3.077083,14.579501,-4.3984833,-70.84029,35.1702,3.077512,14.580281,-4.4034386,-70.061295,34.81224,-0.22093257,1.5238367,-0.33599806,-10.0169,10.490567,-0.81732804,0.24063428,-0.7914121,-2.664391,1.4503496,0.16443808939754964,0.016125205355330345,0.16255299001932144,0.11992455273866653,0.30452632904052734,0.0032418597236042843,8.760632325061756e-05,0.0032213703962042928,0.003067261539399624,0.0034583734814077616
0,0,4531.0219695568085,93485.36498951912,15499,98016.38695907593,620000,3080,610000,6.656021696014471,6.656021696014471,256.0,251.8709677419355,0.04591587827131152,0.03676201703092678,0.03723912313580513,0.010662556625902653,2.0663623809814453,0.04820549320243299,0.04260981070553243,0.03926847316324711,0.013697241432964802,2.2028517723083496,-3.276489840513468,0.925330505351486,-3.2735074758529663,-6.670411586761475,-0.05502618849277496,10.733880339651279,9.780868629537995,7.897227484349459,0.9609511148810883,246.573681929711,11.744833341163051,10.25634122037118,8.579526513809611,1.0645709372207164,123.22694433356293,0.371133244321401,0.19386600162551645,0.3162720781632675,0.1208995373780187,2.6355405358110757,3.1429656,14.641019,-4.3902407,-68.81115,35.237087,3.1428165,14.641424,-4.3818827,-69.23356,35.324497,-0.21298693,1.5246252,-0.31371126,-8.45624,11.506887,-0.81549114,0.23378156,-0.79196745,-2.6115527,1.1357218,0.16520846450850368,0.018443790086776334,0.1627732664346695,0.11858642101287842,0.4101443290710449,0.0032174993720371276,7.708585729585498e-05,0.003210734575986862,0.0030779833905398846,0.003402057569473982
0,0,4599.519757032394,94885.86633038521,15749,99485.3860874176,630000,3120,620000,7.14030019693938,7.14030019693938,256.0,251.93650793650792,0.04771699515078217,0.04423776635313443,0.03837077133357525,0.011543861590325832,2.0348448753356934,0.04951843285644427,0.05004491644544926,0.03984311781823635,0.01286347582936287,2.036275625228882,-3.1429275716844947,0.9230155987853975,-3.137063980102539,-6.781141757965088,-0.03392546996474266,10.325591820719366,8.592212537206857,7.7058547272102516,0.7523298594244974,130.27613527759507,11.254367176332229,9.54695207813125,8.321377880931148,1.0020778410562707,108.10755015660754,0.38184446161976143,0.18748894441952843,0.33156218957683914,0.13596087280835517,2.337929225425945,3.0364072,14.712938,-4.933673,-68.11527,34.597485,3.0365186,14.713186,-4.904393,-68.35044,34.600403,-0.16597164,1.5321305,-0.23494618,-8.635031,10.674897,-0.8151667,0.22910462,-0.79584223,-2.664426,1.1973794,0.16354887715280056,0.016871241447245437,0.16148214787244797,0.12126906961202621,0.3160646855831146,0.003204801361239515,8.424396184245273e-05,0.0031872655963525176,0.003049292368814349,0.0033879587426781654
0,0,4668.250108242035,96759.93419194221,15999,101428.18430018425,640000,3200,630000,5.33598606813087,5.33598606813087,256.0,252.0,0.046942245769128206,0.03862090860474431,0.038118837401270866,0.011123886331915855,1.4836652278900146,0.048736966807488354,0.04577713157953056,0.03957401029765606,0.012861969880759716,1.637075662612915,-3.4229393674358723,0.9495720557670073,-3.4102635383605957,-6.829776287078857,-0.056755006313323975,10.339972729987615,8.868306354843872,7.714801777362105,0.9872773938904303,151.06847558891027,11.594384163380585,10.158048220380108,8.517330117775177,1.0660353543099426,163.75489537006212,0.3926412553712346,0.2022689349785387,0.3328986136265522,0.12440827398495638,3.1391542617247294,3.3043852,15.181774,-4.7942324,-64.29384,38.26247,3.3042562,15.1813545,-4.8154745,-65.11638,38.093174,-0.11782518,1.5450014,-0.18280426,-8.425302,10.891019,-0.79743165,0.22479114,-0.77986753,-2.8422832,0.9355395,0.16622101394683123,0.017119457611540666,0.16420162469148636,0.1246194839477539,0.29745444655418396,0.003347153960238211,9.01440935374253e-05,0.0033405282301828265,0.0031434616539627314,0.0035384607035666704
0,0,4735.67035984993,98174.07895970345,16249,102909.74931955338,650000,3240,640000,7.071411801658229,7.071411801658229,256.0,252.06153846153848,0.05106237922376022,0.0352784388134593,0.04258478432893753,0.012787490151822567,1.0869314670562744,0.052178098938893525,0.03971269543155592,0.043647173792123795,0.012531265616416931,1.3933714628219604,-3.616881800273061,1.0035531752086662,-3.608581304550171,-7.430944442749023,0.2651481032371521,11.007572757624837,9.408659896072134,8.150696167095305,1.0164139873018099,126.94676662123233,12.101176252699208,10.49411467531095,8.954726587712468,1.295977383836259,146.2750266162505,0.42476962750141684,0.23117395562001256,0.35669438034221934,0.14521337945154542,2.8242437202639166,3.489398,15.843852,-5.5794373,-59.409683,43.708656,3.4900622,15.844547,-5.580822,-59.60213,43.663647,-0.09737107,1.5489534,-0.14896832,-11.638102,10.124705,-0.79911625,0.2327235,-0.7785249,-2.3673205,1.3561077,0.17052229353412987,0.017023268998984882,0.16838230192661285,0.12443826347589493,0.30034175515174866,0.0033387806582264603,8.05835191722717e-05,0.003320576623082161,0.0031786735635250807,0.003505056258291006
0,0,4796.055112123489,99496.39102721214,16499,104292.44613933563,660000,3280,650000,7.562511335800258,7.562511335800258,256.0,252.12121212121212,0.050056735370121896,0.03685599623907016,0.04094082489609718,0.01261332631111145,1.1915733814239502,0.05331668894495815,0.045718515663457,0.042794253677129745,0.0126205924898386,1.4173353910446167,-3.9853560105621817,1.0419189753925835,-3.9870232343673706,-8.074682235717773,-0.14895904064178467,10.996482478094732,9.688330882513725,8.02068682231599,0.9754713754611749,124.22060455912057,12.437533819175718,12.046097546648351,8.872559358329056,1.1366825841629844,335.6638081479677,0.4223883788513687,0.23893074955584923,0.3536783566959535,0.13627237087435218,4.252292877263301,3.8684757,16.53742,-5.5017204,-62.471928,44.51577,3.868889,16.537653,-5.493409,-62.17711,44.32741,-0.122360244,1.5549142,-0.17921393,-10.810211,11.275505,-0.7850775,0.22500564,-0.7667601,-2.4945226,1.4273093,0.17019050509408115,0.019145749102228538,0.16748900711536407,0.12264210730791092,0.43401286005973816,0.003423372927331366,5.398499078714412e-05,0.0034199245274066925,0.0033045285381376743,0.0035903207026422024
0,0,4864.510410070419,101060.9968931675,16749,105925.50730323792,670000,3320,660000,6.391385982625069,6.391385982625069,256.0,252.17910447761193,0.04692438241448253,0.03534603194774206,0.03851122595369816,0.011773486621677876,1.0319604873657227,0.04906849437700585,0.044473458898366076,0.04065766930580139,0.011784832924604416,1.2843660116195679,-4.219906181687117,1.0554712981477161,-4.212414979934692,-7.9646077156066895,-0.17596124112606049,10.57237396184936,9.399029960870557,7.717273743805065,0.9820979917658529,147.46330869857022,11.812334657421932,10.5563933483258,8.476515579885397,1.2171428621387155,118.7115294627372,0.40455726620320326,0.21992759709690243,0.34074725814135937,0.13535885276424794,3.0169500001791074,4.1135983,16.550514,-5.0561924,-65.20232,43.886433,4.1141286,16.55015,-5.0617895,-65.47386,44.086197,-0.14680642,1.5552907,-0.19894823,-10.497037,10.574728,-0.77380854,0.21777195,-0.75934106,-2.643497,1.8910583,0.16874778035134078,0.016488259202548733,0.1670481115579605,0.12419107556343079,0.2826278805732727,0.0034671366911381485,4.621938692599972e-05,0.003465163637883961,0.003367465455085039,0.003582114353775978
0,0,4939.429873943329,102900.28697347641,16999,107839.71684741974,680000,3400,670000,5.436880298033506,5.436880298033506,256.0,252.23529411764707,0.04812007625624538,0.029771775298043125,0.04063921235501766,0.013925383798778057,0.8345189094543457,0.050767040576785806,0.03557089756671977,0.042896853759884834,0.015034842304885387,1.1679753065109253,-4.199370308622718,1.0105771257144227,-4.191962003707886,-7.9236860275268555,-0.337251216173172,10.661021539769227,9.398313149613813,7.746633340705996,1.0528257302065565,113.38053805586985,11.874215624457305,10.633846150156774,8.639750865301963,1.079494382635585,169.42975658745632,0.4083564928607566,0.22292549855049157,0.34227280396641757,0.137086052629173,4.221537812084037,4.0435653,15.793917,-4.460912,-63.551758,40.813316,4.0437713,15.793519,-4.4656925,-64.267006,40.798164,-0.1336003,1.5496091,-0.16726986,-9.83111,11.663203,-0.78467184,0.22272256,-0.7680763,-2.674929,1.4452822,0.172950039640069,0.017346106929534796,0.17091475427150726,0.1289128065109253,0.28619855642318726,0.003410673730750568,7.725914198407737e-05,0.0034123051445931196,0.003247690387070179,0.003590026404708624
0,0,5007.565196990967,104316.39191579819,17249,109323.95711278915,690000,3440,680000,7.061623542958958,7.061623542958958,256.0,252.28985507246378,0.05283756073303521,0.0346495226399886,0.04394685477018356,0.01601765863597393,1.3847386837005615,0.05674864469915628,0.04635685522768968,0.04687830060720444,0.016422465443611145,1.2878695726394653,-3.604635196878016,0.9672806388621524,-3.608186721801758,-7.212789535522461,0.16707465052604675,10.741677873256627,9.609030139327608,7.7941646683935755,0.9136959263906334,132.60109452345958,12.107222052003308,10.937829158271866,8.663452941411308,1.284288840814777,155.73473829389525,0.41103689912233676,0.21439446295046136,0.34755943456162797,0.15257092948223136,4.088463103093974,3.495652,15.293244,-4.599597,-63.591496,40.005146,3.495518,15.292911,-4.572268,-63.36108,40.07881,-0.095326975,1.5579516,-0.15791148,-11.550964,12.704832,-0.78636414,0.23484327,-0.76806784,-2.2650938,2.2012868,0.18621268120259046,0.018381593391381814,0.18391810357570648,0.1322658658027649,0.3136139214038849,0.0034922953869914635,8.819428509537678e-05,0.0035021735820919275,0.0032993091735988855,0.0036719627678394318
0,0,5069.019867658615,105631.03120136261,17499,110700.05106902122,700000,3480,690000,7.606649299017894,7.606649299017894,256.0,252.34285714285716,0.052695895532518626,0.04135687153208338,0.04353170283138752,0.016051527112722397,1.5625700950622559,0.05631452077366412,0.05329780141230715,0.046313926577568054,0.015833493322134018,1.8765676021575928,-3.9876266054332254,1.0105048006662134,-3.9891239404678345,-8.238667488098145,-0.23858624696731567,10.312999122382461,9.314376444249389,7.457069226063693,1.0513584144495536,131.38316488102996,11.48363214113448,10.357256367789157,8.287565907661044,1.3537655079580675,174.20253062556628,0.4095896454071943,0.22259719111158346,0.341660965550884,0.1400687723688887,2.4469078689549626,3.8409789,15.833506,-4.3450065,-71.64209,44.20216,3.8402495,15.833357,-4.330329,-72.15029,44.078426,-0.064986035,1.5630467,-0.14100763,-9.958706,8.544294,-0.7816386,0.224515,-0.7649747,-2.3309073,1.2278192,0.1883479535922408,0.01721553410474143,0.18663227558135986,0.14183542132377625,0.33585819602012634,0.00366357131046243,5.783331012795128e-05,0.003661844879388809,0.0035372546408325434,0.0038036976475268602
0,0,5137.427132368088,106958.51015949249,17749,112095.93729186058,710000,3520,700000,7.533076090402017,7.533076090402017,256.0,252.3943661971831,0.059423131353594366,0.04542375652794194,0.04893920011818409,0.015038534998893738,1.735837459564209,0.0648259469088167,0.05726687207398695,0.05339466407895088,0.01766008697450161,1.9679371118545532,-4.121827913466096,1.0088531399814866,-4.113532781600952,-8.243885040283203,-0.2925948202610016,10.49305947288728,9.785682210106158,7.53255035898095,1.3075347108708764,185.24888375566,12.111230957344352,11.395829874723084,8.795639661134134,1.0652315412194358,246.00181160526347,0.40860236086033486,0.20791839947131033,0.35101166527656535,0.1606102552125416,3.588331466576138,3.977431,15.910802,-4.032895,-69.30777,44.20276,3.9775133,15.910813,-4.0327454,-69.10205,44.426105,-0.02804149,1.5653038,-0.08733387,-10.606351,10.630966,-0.77493817,0.22453623,-0.7557025,-2.6043966,1.7668979,0.19833735490441323,0.018349353331291902,0.19658006727695465,0.144109845161438,0.3238464295864105,0.0038402222455712035,6.449641436475895e-05,0.0038442150689661503,0.0036691080313175917,0.003990672063082457
